location,size,total_sqft,bath,price,bhk,price_per_sqft
Narayangaon,5 Bedroom,1600.0,5.0,140.0,5,8750.0
Navi Peth,2 BHK,1160.0,2.0,55.0,2,4741.379310344828
Padmavati,2 BHK,930.0,1.0,55.0,2,5913.978494623656
Parvati Darshan,2 BHK,1010.0,2.0,58.0,2,5742.574257425743
Pashan,2 BHK,1221.0,2.0,68.0,2,5569.205569205569
Paud Road,4 Bedroom,2400.0,4.0,470.0,4,19583.333333333332
Pirangut,2 BHK,1108.0,2.0,87.48,2,7895.306859205776
Prabhat Road,4 Bedroom,1000.0,4.0,120.0,4,12000.0
Pune Railway Station,2 BHK,1370.0,2.0,70.0,2,5109.489051094891
Rasta Peth,2 BHK,920.0,2.0,41.5,2,4510.869565217391
Raviwar Peth,2 BHK,1277.0,2.0,79.89,2,6256.068911511355
Sadashiv Peth,2 BHK,1213.0,2.0,38.1,2,3140.9727947238252
Sahakar Nagar,3 BHK,1653.0,3.0,85.0,3,5142.165759225651
Salunke Vihar,4 Bedroom,2400.0,3.0,140.0,4,5833.333333333333
Sasson Road,4 BHK,3000.0,5.0,500.0,4,16666.666666666668
Satara Road,4 Bedroom,1600.0,4.0,250.0,4,15625.0
Senapati Bapat Road,3 BHK,1321.0,2.0,40.0,3,3028.009084027252
Shaniwar Peth,3 BHK,1570.0,3.0,68.0,3,4331.210191082802
Shivaji Nagar,8 Bedroom,1150.0,8.0,70.0,8,6086.95652173913
Shukrawar Peth,2 BHK,1053.0,2.0,44.0,2,4178.537511870845
Sinhagad Road,3 BHK,1325.0,2.0,56.0,3,4226.415094339623
Somwar Peth,2 BHK,1169.0,2.0,50.11,2,4286.569717707443
Swargate,2 BHK,1274.0,2.0,90.0,2,7064.36420722135
Tilak Road,2 BHK,1317.0,2.0,52.0,2,3948.3675018982535
Uruli Devachi,2 BHK,1195.0,2.0,75.0,2,6276.150627615063
Vadgaon Budruk,4 BHK,2858.0,4.0,137.0,4,4793.561931420574
Wadgaon Sheri,2 BHK,940.0,2.0,35.0,2,3723.404255319149
Viman Nagar,3 BHK,1820.0,3.0,95.5,3,5247.252747252747
Vishrant Wadi,3 BHK,1450.0,3.0,53.6,3,3696.551724137931
Wagholi,3 BHK,1615.0,3.0,96.9,3,6000.0
Wakadewadi,3 BHK,2200.0,2.0,99.0,3,4500.0
Wanowrie,2 BHK,985.0,2.0,62.5,2,6345.177664974619
Warje,2 BHK,1116.0,2.0,33.0,2,2956.989247311828
Yerawada,2 BHK,656.0,2.0,25.0,2,3810.9756097560976
Alandi Road,2 BHK,1105.0,2.0,39.5,2,3574.660633484163
Ambegaon Budruk,2 BHK,1220.0,2.0,55.0,2,4508.196721311476
Anandnagar,3 BHK,1400.0,3.0,74.0,3,5285.714285714285
Aundh,4 Bedroom,2400.0,3.0,185.0,4,7708.333333333333
Aundh Road,3 Bedroom,850.0,3.0,63.0,3,7411.764705882353
Balaji Nagar,2 BHK,1000.0,2.0,35.0,2,3500.0
Baner,3 BHK,1660.0,3.0,80.0,3,4819.277108433735
Baner road,3 BHK,1330.0,2.0,57.0,3,4285.714285714285
Bhandarkar Road,2 BHK,1165.0,2.0,52.0,2,4463.519313304721
Bhavani Peth,2 BHK,1153.0,2.0,56.0,2,4856.895056374675
Bibvewadi,2 BHK,1270.0,2.0,45.0,2,3543.3070866141734
Bopodi,2 BHK,1070.0,2.0,38.0,2,3551.4018691588785
Budhwar Peth,3 BHK,1427.0,2.0,85.0,3,5956.552207428171
Bund Garden Road,3 BHK,1420.0,2.0,95.0,3,6690.140845070423
Camp,4 Bedroom,1600.0,5.0,130.0,4,8125.0
Chandan Nagar,2 BHK,2031.0,2.0,200.0,2,9847.365829640572
Dapodi,2 BHK,1454.0,2.0,90.0,2,6189.821182943604
Deccan Gymkhana,2 BHK,1116.0,2.0,48.76,2,4369.1756272401435
Dehu Road,4 Bedroom,2000.0,3.0,180.0,4,9000.0
Dhankawadi,2 BHK,1346.0,2.0,74.03,2,5500.0
Dhayari Phata,2 BHK,1062.0,2.0,50.0,2,4708.097928436911
Dhole Patil Road,1 BHK,700.0,1.0,25.5,1,3642.8571428571427
Erandwane,2 BHK,1405.0,2.0,99.0,2,7046.26334519573
Fatima Nagar,2 BHK,1100.0,2.0,50.0,2,4545.454545454545
Fergusson College Road,3 Bedroom,2153.0,4.0,120.0,3,5573.61820715281
Ganesh Peth,3 Bedroom,1200.0,3.0,120.0,3,10000.0
Ganeshkhind,3 BHK,2135.0,3.0,170.0,3,7962.529274004683
Ghorpade Peth,2 BHK,1125.0,2.0,47.0,2,4177.777777777777
Ghorpadi,3 BHK,1350.0,2.0,47.25,3,3500.0
Gokhale Nagar,2 BHK,1068.0,2.0,48.0,2,4494.38202247191
Gultekdi,2 BHK,940.0,2.0,32.9,2,3500.0
Guruwar peth,2 BHK,1063.0,2.0,32.79,2,3084.6660395108183
Hadapsar,2 BHK,1382.0,2.0,84.5,2,6114.3270622286545
Hadapsar Industrial Estate,2 BHK,936.0,2.0,45.0,2,4807.692307692308
Hingne Khurd,3 BHK,1400.0,2.0,60.0,3,4285.714285714285
Jangali Maharaj Road,1 BHK,475.0,1.0,26.0,1,5473.684210526316
Kalyani Nagar,2 BHK,1200.0,2.0,115.0,2,9583.333333333334
Karve Nagar,3 BHK,1450.0,3.0,65.0,3,4482.758620689655
Karve Road,2 BHK,1162.0,2.0,52.0,2,4475.043029259897
Kasba Peth,2 BHK,1161.0,2.0,48.75,2,4198.966408268734
Katraj,3 BHK,1623.29,2.0,105.0,3,6468.345150897252
Khadaki,2 BHK,1260.0,2.0,70.0,2,5555.555555555556
Khadki,4 Bedroom,1672.0,3.0,190.0,4,11363.636363636364
Kharadi,3 Bedroom,3000.0,4.0,240.0,3,8000.0
Kondhwa,3 BHK,1500.0,2.0,70.0,3,4666.666666666667
Kondhwa Budruk,1 BHK,705.0,1.0,34.545,1,4900.0
Kondhwa Khurd,5 Bedroom,1650.0,6.0,200.0,5,12121.212121212122
Koregaon Park,3 BHK,2000.0,3.0,200.0,3,10000.0
Kothrud,1 Bedroom,1675.0,1.0,241.0,1,14388.059701492537
Law College Road,3 Bedroom,1200.0,3.0,150.0,3,12500.0
Laxmi Road,2 BHK,1100.0,2.0,46.2,2,4200.0
Lulla Nagar,3 BHK,1400.0,2.0,56.0,3,4000.0
Mahatma Gandhi Road,3 BHK,2257.0,3.0,155.0,3,6867.523260965884
Mangalwar peth,2 BHK,1153.0,2.0,56.5,2,4900.260190806592
Manik Bagh,2 BHK,1197.0,2.0,56.86,2,4750.208855472013
Market yard,2 BHK,1150.0,2.0,90.0,2,7826.086956521739
Model colony,1 BHK,595.0,1.0,40.0,1,6722.689075630252
Mukund Nagar,3 BHK,1837.0,3.0,110.0,3,5988.023952095808
Mundhawa,4 Bedroom,3750.0,4.0,190.0,4,5066.666666666667
Nagar Road,3 BHK,1830.0,3.0,91.86,3,5019.672131147541
Nana Peth,3 BHK,1715.0,3.0,115.0,3,6705.539358600583
Narayan Peth,2 BHK,970.0,2.0,35.0,2,3608.2474226804125
Narayangaon,4 Bedroom,1200.0,3.0,148.0,4,12333.333333333334
Navi Peth,4 Bedroom,2700.0,5.0,95.75,4,3546.296296296296
Padmavati,3 Bedroom,5480.0,4.0,400.0,3,7299.270072992701
Parvati Darshan,4 BHK,2400.0,5.0,135.0,4,5625.0
Pashan,4 BHK,3040.0,4.0,135.0,4,4440.789473684211
Paud Road,2 BHK,1168.0,2.0,66.0,2,5650.684931506849
Pirangut,2 BHK,1160.0,2.0,36.54,2,3150.0
Prabhat Road,3 BHK,1500.0,3.0,75.0,3,5000.0
Pune Railway Station,2 Bedroom,600.0,2.0,72.0,2,12000.0
Rasta Peth,8 Bedroom,1200.0,7.0,250.0,8,20833.333333333332
Raviwar Peth,2 BHK,850.0,2.0,25.4,2,2988.235294117647
Sadashiv Peth,2 BHK,935.0,2.0,39.0,2,4171.122994652406
Sahakar Nagar,5 Bedroom,1200.0,5.0,235.0,5,19583.333333333332
Salunke Vihar,1 BHK,654.0,1.0,49.0,1,7492.354740061162
Sasson Road,3 BHK,1650.0,3.0,180.0,3,10909.09090909091
Satara Road,3 Bedroom,5656.0,5.0,499.0,3,8822.489391796322
Senapati Bapat Road,2 BHK,1300.0,2.0,33.0,2,2538.4615384615386
Shaniwar Peth,2 BHK,950.0,2.0,60.0,2,6315.789473684211
Shivaji Nagar,3 BHK,1250.0,3.0,54.0,3,4320.0
Shukrawar Peth,2 BHK,1072.0,2.0,42.87,2,3999.0671641791046
Sinhagad Road,3 BHK,1425.0,2.0,65.0,3,4561.403508771929
Somwar Peth,2 BHK,1165.0,1.0,42.09,2,3612.8755364806866
Swargate,3 BHK,1390.0,2.0,69.49,3,4999.2805755395675
Tilak Road,3 BHK,1510.0,3.0,78.0,3,5165.562913907284
Uruli Devachi,2 BHK,1305.0,2.0,90.0,2,6896.551724137931
Vadgaon Budruk,6 Bedroom,1200.0,6.0,170.0,6,14166.666666666666
Wadgaon Sheri,2 BHK,866.0,2.0,32.0,2,3695.150115473441
Viman Nagar,2 BHK,1231.0,2.0,84.5,2,6864.337936636881
Vishrant Wadi,3 BHK,1360.0,2.0,45.0,3,3308.823529411765
Wagholi,3 BHK,2500.0,3.0,138.0,3,5520.0
Wakadewadi,2 BHK,1140.0,2.0,55.0,2,4824.561403508772
Wanowrie,1 BHK,525.0,1.0,30.0,1,5714.285714285715
Warje,2 BHK,1295.0,2.0,64.5,2,4980.694980694981
Yerawada,2 BHK,1020.0,2.0,45.75,2,4485.294117647059
Alandi Road,4 BHK,3504.0,4.0,262.0,4,7477.16894977169
Ambegaon Budruk,2 Bedroom,1200.0,1.0,50.0,2,4166.666666666667
Anandnagar,2 BHK,1100.0,2.0,41.0,2,3727.2727272727275
Aundh,4 Bedroom,4723.0,4.0,500.0,4,10586.491636671608
Aundh Road,2 BHK,820.0,2.0,37.0,2,4512.195121951219
Balaji Nagar,4 Bedroom,3508.0,4.0,386.0,4,11003.420752565564
Baner,4 Bedroom,3700.0,4.0,400.0,4,10810.81081081081
Baner road,2 BHK,1354.0,2.0,70.0,2,5169.8670605613
Bhandarkar Road,4 BHK,2453.0,3.0,250.0,4,10191.602119853242
Bhavani Peth,2 BHK,1154.0,2.0,51.8,2,4488.734835355286
Bibvewadi,3 BHK,1680.0,2.0,92.0,3,5476.190476190476
Bopodi,2 BHK,1205.0,2.0,60.0,2,4979.253112033195
Budhwar Peth,3 BHK,1400.0,2.0,86.0,3,6142.857142857143
Bund Garden Road,3 BHK,1625.0,3.0,150.0,3,9230.76923076923
Camp,3 Bedroom,1500.0,3.0,73.0,3,4866.666666666667
Chandan Nagar,3 BHK,1520.0,2.0,80.0,3,5263.1578947368425
Dapodi,2 BHK,1300.0,3.0,65.0,2,5000.0
Deccan Gymkhana,2 BHK,1150.0,2.0,47.0,2,4086.9565217391305
Dehu Road,3 BHK,1762.0,3.0,109.0,3,6186.152099886493
Dhankawadi,2 BHK,1153.0,2.0,58.0,2,5030.3555941023415
Dhayari Phata,4 BHK,2650.0,4.0,223.0,4,8415.094339622641
Dhole Patil Road,3 BHK,1350.0,2.0,47.0,3,3481.4814814814813
Erandwane,2 BHK,950.0,2.0,56.0,2,5894.736842105263
Fatima Nagar,3 BHK,3295.0,3.0,310.0,3,9408.194233687405
Fergusson College Road,3 BHK,1515.0,3.0,80.5,3,5313.531353135313
Ganesh Peth,2 BHK,1100.0,2.0,30.0,2,2727.2727272727275
Ganeshkhind,2 BHK,1250.0,2.0,65.0,2,5200.0
Ghorpade Peth,2 Bedroom,1200.0,2.0,120.0,2,10000.0
Ghorpadi,7 BHK,2500.0,8.0,95.0,7,3800.0
Gokhale Nagar,4 Bedroom,1200.0,4.0,100.0,4,8333.333333333334
Gultekdi,3 BHK,1355.0,2.0,51.5,3,3800.7380073800737
Guruwar peth,3 BHK,1115.0,3.0,39.14,3,3510.3139013452915
Hadapsar,3 BHK,1275.0,3.0,45.0,3,3529.4117647058824
Hadapsar Industrial Estate,3 BHK,2051.0,3.0,170.0,3,8288.639687957095
Hingne Khurd,3 BHK,1470.0,2.0,99.0,3,6734.693877551021
Jangali Maharaj Road,3 BHK,1550.0,2.0,70.0,3,4516.129032258064
Kalyani Nagar,3 BHK,1270.0,2.0,73.0,3,5748.031496062992
Karve Nagar,4 BHK,2119.0,4.0,111.0,4,5238.319962246343
Karve Road,3 BHK,1600.0,3.0,170.0,3,10625.0
Kasba Peth,3 BHK,1320.0,2.0,50.0,3,3787.878787878788
Katraj,3 BHK,2505.0,3.0,165.0,3,6586.826347305389
Khadaki,3 BHK,1410.0,2.0,54.0,3,3829.7872340425533
Khadki,2 BHK,1200.0,2.0,70.0,2,5833.333333333333
Kharadi,3 BHK,1705.0,2.0,86.96,3,5100.2932551319645
Kondhwa,2 BHK,995.0,2.0,48.0,2,4824.120603015075
Kondhwa Budruk,2 BHK,1081.0,2.0,52.0,2,4810.360777058279
Kondhwa Khurd,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
Koregaon Park,1 BHK,605.0,1.0,30.24,1,4998.347107438017
Kothrud,1 BHK,567.0,1.0,25.0,1,4409.171075837742
Law College Road,2 BHK,1718.0,3.0,275.0,2,16006.9848661234
Laxmi Road,3 BHK,1410.5,2.0,70.385,3,4990.074441687346
Lulla Nagar,3 Bedroom,600.0,5.0,135.0,3,22500.0
Mahatma Gandhi Road,3 BHK,1715.0,3.0,105.0,3,6122.448979591837
Mangalwar peth,4 Bedroom,3206.0,5.0,270.0,4,8421.70929507174
Manik Bagh,4 Bedroom,1500.0,4.0,235.0,4,15666.666666666666
Market yard,3 BHK,1846.0,3.0,120.0,3,6500.541711809317
Model colony,3 Bedroom,600.0,3.0,90.0,3,15000.0
Mukund Nagar,2 BHK,1015.0,2.0,56.0,2,5517.241379310345
Mundhawa,4 Bedroom,4350.0,8.0,2600.0,4,59770.11494252874
Nagar Road,2 BHK,1100.0,2.0,36.0,2,3272.7272727272725
Nana Peth,3 BHK,1965.0,4.0,125.0,3,6361.323155216285
Narayan Peth,2 BHK,1021.0,2.0,45.9,2,4495.592556317336
Narayangaon,2 BHK,1230.0,2.0,67.65,2,5500.000000000001
Navi Peth,2 BHK,1260.0,2.0,55.0,2,4365.079365079365
Padmavati,4 Bedroom,2400.0,4.0,700.0,4,29166.666666666668
Parvati Darshan,3 BHK,1894.0,4.0,114.0,3,6019.007391763464
Pashan,6 Bedroom,1500.0,4.0,233.0,6,15533.333333333334
Paud Road,3 BHK,1950.0,3.0,131.0,3,6717.948717948718
Pirangut,2 BHK,1231.0,2.0,66.0,2,5361.494719740049
Prabhat Road,2 BHK,1236.0,2.0,58.0,2,4692.556634304207
Pune Railway Station,4 BHK,1800.0,3.0,120.0,4,6666.666666666667
Rasta Peth,3 BHK,1650.0,3.0,135.0,3,8181.818181818182
Raviwar Peth,5 Bedroom,750.0,3.0,88.0,5,11733.333333333334
Sadashiv Peth,3 BHK,1443.0,2.0,70.0,3,4851.004851004851
Sahakar Nagar,4 Bedroom,886.0,4.0,120.0,4,13544.018058690745
Salunke Vihar,2 BHK,925.0,2.0,68.0,2,7351.351351351352
Sasson Road,3 BHK,1305.0,3.0,33.28,3,2550.191570881226
Satara Road,2 BHK,1190.0,2.0,46.41,2,3900.0
Senapati Bapat Road,2 BHK,1284.0,2.0,53.36,2,4155.763239875389
Shaniwar Peth,4 Bedroom,350.0,3.0,45.0,4,12857.142857142857
Shivaji Nagar,3 Bedroom,875.0,3.0,115.0,3,13142.857142857143
Shukrawar Peth,2 BHK,1325.0,2.0,59.0,2,4452.830188679245
Sinhagad Road,6 Bedroom,2400.0,5.0,750.0,6,31250.0
Somwar Peth,2 BHK,1183.0,2.0,79.54,2,6723.584108199494
Swargate,3 BHK,1750.0,3.0,100.0,3,5714.285714285715
Tilak Road,4 BHK,16335.0,4.0,149.0,4,912.1518212427303
Uruli Devachi,1 BHK,747.0,1.0,27.0,1,3614.4578313253014
Vadgaon Budruk,2 BHK,1342.0,2.0,90.0,2,6706.408345752608
Wadgaon Sheri,2 BHK,1113.0,2.0,52.0,2,4672.057502246182
Viman Nagar,3 BHK,1738.0,3.0,110.0,3,6329.113924050633
Vishrant Wadi,2 BHK,1206.0,2.0,90.0,2,7462.686567164179
Wagholi,4 BHK,2790.0,4.0,198.0,4,7096.774193548387
Wakadewadi,2 BHK,1162.0,2.0,59.0,2,5077.452667814114
Wanowrie,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
Warje,3 BHK,1857.0,4.0,155.0,3,8346.795907377491
Yerawada,6 Bedroom,3500.0,6.0,115.0,6,3285.714285714286
Alandi Road,2 BHK,1763.0,3.0,240.0,2,13613.159387407828
Ambegaon Budruk,2 BHK,1150.0,2.0,45.99,2,3999.1304347826085
Anandnagar,4 Bedroom,2400.0,5.0,550.0,4,22916.666666666668
Aundh,2 BHK,1290.0,2.0,72.0,2,5581.395348837209
Aundh Road,4 BHK,3408.0,5.0,145.0,4,4254.694835680752
Balaji Nagar,2 Bedroom,900.0,2.0,145.0,2,16111.111111111111
Baner,2 BHK,1150.0,2.0,70.0,2,6086.95652173913
Baner road,3 Bedroom,1040.0,2.0,109.0,3,10480.76923076923
Bhandarkar Road,2 BHK,1160.0,2.0,64.08,2,5524.137931034483
Bhavani Peth,2 BHK,900.0,2.0,27.0,2,3000.0
Bibvewadi,4 Bedroom,1750.0,3.0,185.0,4,10571.42857142857
Bopodi,3 BHK,1320.0,2.0,38.12,3,2887.8787878787875
Budhwar Peth,4 BHK,2240.0,4.0,160.0,4,7142.857142857143
Bund Garden Road,2 BHK,891.0,2.0,26.0,2,2918.0695847362513
Camp,5 Bedroom,1000.0,4.0,80.0,5,8000.0
Chandan Nagar,3 BHK,1852.0,3.0,125.0,3,6749.460043196545
Dapodi,3 BHK,1323.0,2.0,42.0,3,3174.6031746031745
Deccan Gymkhana,2 BHK,1404.0,2.0,67.5,2,4807.692307692308
Dehu Road,2 BHK,1370.0,2.0,60.0,2,4379.56204379562
Dhankawadi,3 BHK,1385.0,2.0,48.48,3,3500.361010830325
Dhayari Phata,2 BHK,1129.0,2.0,50.0,2,4428.697962798937
Dhole Patil Road,3 BHK,1876.0,3.0,150.0,3,7995.735607675906
Erandwane,3 BHK,1720.0,3.0,95.0,3,5523.2558139534885
Fatima Nagar,4 Bedroom,1200.0,4.0,80.0,4,6666.666666666667
Fergusson College Road,2 BHK,1175.0,2.0,86.68,2,7377.021276595745
Ganesh Peth,1 BHK,500.0,1.0,51.0,1,10200.0
Ganeshkhind,5 Bedroom,1200.0,5.0,85.0,5,7083.333333333333
Ghorpade Peth,1 BHK,1200.0,1.0,295.0,1,24583.333333333332
Ghorpadi,3 BHK,1893.0,3.0,130.0,3,6867.406233491812
Gokhale Nagar,3 BHK,1430.0,3.0,52.0,3,3636.3636363636365
Gultekdi,2 BHK,850.0,2.0,45.0,2,5294.117647058823
Guruwar peth,2 BHK,1392.0,2.0,110.0,2,7902.298850574713
Hadapsar,3 BHK,1938.0,3.0,105.0,3,5417.956656346749
Hadapsar Industrial Estate,2 BHK,1020.0,2.0,52.0,2,5098.0392156862745
Hingne Khurd,3 Bedroom,2400.0,2.0,360.0,3,15000.0
Jangali Maharaj Road,3 BHK,1832.0,3.0,160.0,3,8733.624454148472
Kalyani Nagar,3 BHK,1423.0,2.0,85.0,3,5973.295853829937
Karve Nagar,2 BHK,1432.0,2.0,85.0,2,5935.754189944134
Karve Road,4 Bedroom,1350.0,4.0,235.0,4,17407.40740740741
Kasba Peth,8 Bedroom,1500.0,6.0,270.0,8,18000.0
Katraj,3 BHK,1480.0,3.0,65.0,3,4391.891891891892
Khadaki,3 BHK,1843.0,3.0,96.2,3,5219.750406945198
Khadki,3 Bedroom,760.0,4.0,95.0,3,12500.0
Kharadi,3 BHK,1916.0,2.0,150.0,3,7828.8100208768265
Kondhwa,2 BHK,1255.0,2.0,55.5,2,4422.310756972111
Kondhwa Budruk,2 BHK,1160.0,2.0,44.08,2,3800.0
Kondhwa Khurd,2 BHK,2640.0,2.0,170.0,2,6439.393939393939
Koregaon Park,2 BHK,1160.0,2.0,53.0,2,4568.9655172413795
Kothrud,2 BHK,1200.0,2.0,80.0,2,6666.666666666667
Law College Road,2 BHK,1100.0,2.0,44.0,2,4000.0
Laxmi Road,3 BHK,1500.0,3.0,100.0,3,6666.666666666667
Lulla Nagar,3 BHK,1336.0,2.0,50.35,3,3768.7125748502995
Mahatma Gandhi Road,2 BHK,1065.0,2.0,46.0,2,4319.24882629108
Mangalwar peth,2 BHK,1294.0,2.0,115.0,2,8887.171561051005
Manik Bagh,3 BHK,1550.0,3.0,68.5,3,4419.354838709677
Market yard,2 BHK,1216.0,2.0,75.0,2,6167.763157894737
Model colony,2 BHK,1005.0,2.0,40.0,2,3980.0995024875624
Mukund Nagar,3 BHK,1430.0,2.0,102.0,3,7132.867132867133
Mundhawa,4 BHK,4100.0,4.0,660.0,4,16097.560975609756
Nagar Road,3 BHK,1660.0,3.0,125.0,3,7530.120481927711
Nana Peth,3 BHK,1430.0,2.0,56.0,3,3916.083916083916
Narayan Peth,3 BHK,1470.0,2.0,75.0,3,5102.040816326531
Narayangaon,2 BHK,1045.0,2.0,76.77,2,7346.411483253589
Navi Peth,4 BHK,4225.0,6.0,359.0,4,8497.041420118343
Padmavati,2 BHK,950.0,2.0,30.0,2,3157.8947368421054
Parvati Darshan,3 BHK,1382.0,3.0,65.0,3,4703.328509406657
Pashan,2 BHK,930.0,2.0,46.0,2,4946.236559139785
Paud Road,3 BHK,1660.0,2.0,116.0,3,6987.951807228916
Pirangut,2 BHK,1290.0,2.0,71.95,2,5577.519379844961
Prabhat Road,3 BHK,1010.0,2.0,45.0,3,4455.445544554455
Pune Railway Station,4 BHK,3050.0,4.0,130.0,4,4262.295081967213
Rasta Peth,2 BHK,1200.0,2.0,71.0,2,5916.666666666667
Raviwar Peth,3 BHK,1650.0,3.0,140.0,3,8484.848484848484
Sadashiv Peth,3 BHK,1636.0,3.0,88.0,3,5378.973105134474
Sahakar Nagar,3 BHK,2367.0,3.0,320.0,3,13519.22264469793
Salunke Vihar,2 BHK,1153.0,2.0,56.55,2,4904.596704249783
Sasson Road,3 BHK,2087.01,4.0,160.0,3,7666.470213367448
Satara Road,2 BHK,1200.0,2.0,47.0,2,3916.6666666666665
Senapati Bapat Road,3 BHK,1844.0,3.0,89.0,3,4826.46420824295
Shivaji Nagar,2 BHK,1215.0,2.0,43.75,2,3600.8230452674898
Shukrawar Peth,2 BHK,1194.0,2.0,57.0,2,4773.869346733668
Sinhagad Road,2 BHK,1220.0,2.0,52.0,2,4262.295081967213
Somwar Peth,4 BHK,3150.0,4.0,150.0,4,4761.9047619047615
Swargate,1 BHK,525.0,1.0,26.0,1,4952.380952380952
Tilak Road,2 BHK,955.0,2.0,37.97,2,3975.916230366492
Uruli Devachi,5 Bedroom,2000.0,5.0,75.0,5,3750.0
Vadgaon Budruk,2 BHK,884.0,2.0,48.0,2,5429.864253393665
Wadgaon Sheri,2 BHK,1250.0,2.0,68.75,2,5500.0
Viman Nagar,2 BHK,7000.0,2.0,135.0,2,1928.5714285714287
Vishrant Wadi,3 Bedroom,2400.0,4.0,300.0,3,12500.0
Wagholi,4 BHK,2990.0,4.0,225.0,4,7525.083612040134
Wakadewadi,2 BHK,1195.0,2.0,52.0,2,4351.464435146443
Wanowrie,1 BHK,2559.0,1.0,55.0,1,2149.2770613520906
Warje,2 BHK,1200.0,2.0,33.0,2,2750.0
Yerawada,2 BHK,984.0,2.0,45.75,2,4649.390243902439
Alandi Road,2 BHK,1089.0,2.0,40.0,2,3673.094582185491
Ambegaon Budruk,2 BHK,1165.0,2.0,52.0,2,4463.519313304721
Anandnagar,1 BHK,410.0,1.0,10.0,1,2439.0243902439024
Aundh,3 BHK,1482.0,3.0,110.0,3,7422.402159244264
Aundh Road,2 Bedroom,1200.0,2.0,68.0,2,5666.666666666667
Balaji Nagar,3 BHK,1938.0,3.0,113.0,3,5830.7533539731685
Baner,3 BHK,1166.0,2.0,34.97,3,2999.1423670668955
Baner road,3 BHK,1275.0,2.0,55.46,3,4349.803921568628
Bhandarkar Road,2 BHK,1140.0,2.0,43.0,2,3771.9298245614036
Bhavani Peth,4 Bedroom,3734.0,5.0,430.0,4,11515.800749866095
Bibvewadi,1 BHK,720.0,1.0,28.0,1,3888.8888888888887
Bopodi,3 Bedroom,1200.0,3.0,228.0,3,19000.0
Budhwar Peth,2 BHK,1100.0,2.0,90.0,2,8181.818181818182
Bund Garden Road,2 BHK,1162.0,2.0,98.77,2,8500.0
Camp,1 Bedroom,540.0,1.0,35.0,1,6481.481481481482
Chandan Nagar,3 BHK,1550.0,2.0,73.5,3,4741.935483870968
Dapodi,3 Bedroom,1300.0,3.0,145.0,3,11153.846153846154
Deccan Gymkhana,5 Bedroom,1200.0,5.0,130.0,5,10833.333333333334
Dehu Road,2 BHK,1220.0,2.0,60.0,2,4918.0327868852455
Dhankawadi,2 BHK,964.0,2.0,62.0,2,6431.535269709543
Dhayari Phata,3 BHK,1500.0,3.0,50.0,3,3333.3333333333335
Dhole Patil Road,3 BHK,1347.0,2.0,44.0,3,3266.5181885671864
Erandwane,4 BHK,5000.0,5.0,250.0,4,5000.0
Fatima Nagar,4 Bedroom,3000.0,4.0,140.0,4,4666.666666666667
Fergusson College Road,2 BHK,1120.0,2.0,42.5,2,3794.6428571428573
Ganesh Peth,1 BHK,600.0,1.0,22.8,1,3800.0
Ganeshkhind,3 BHK,2321.0,4.0,157.0,3,6764.325721671693
Ghorpade Peth,1 BHK,540.0,1.0,24.0,1,4444.444444444444
Ghorpadi,2 BHK,1150.0,2.0,57.0,2,4956.521739130435
Gokhale Nagar,3 BHK,1484.0,3.0,75.0,3,5053.908355795148
Gultekdi,3 BHK,1680.0,2.0,68.0,3,4047.6190476190477
Guruwar peth,2 BHK,620.0,2.0,23.0,2,3709.6774193548385
Hadapsar,3 BHK,1650.0,3.0,78.0,3,4727.272727272727
Hadapsar Industrial Estate,3 BHK,1250.0,3.0,44.0,3,3520.0
Hingne Khurd,3 BHK,2072.0,3.0,108.0,3,5212.355212355213
Jangali Maharaj Road,2 BHK,1105.0,2.0,40.0,2,3619.9095022624433
Kalyani Nagar,2 BHK,1200.0,2.0,60.5,2,5041.666666666667
Karve Nagar,7 Bedroom,3100.0,7.0,145.0,7,4677.419354838709
Karve Road,4 Bedroom,4007.0,4.0,530.0,4,13226.853007237334
Kasba Peth,2 BHK,550.0,2.0,16.0,2,2909.090909090909
Katraj,3 BHK,1340.0,2.0,53.6,3,4000.0
Khadaki,3 BHK,2409.0,3.0,395.0,3,16396.84516396845
Khadki,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
Kharadi,2 BHK,1246.0,2.0,65.0,2,5216.69341894061
Kondhwa,2 BHK,1055.0,2.0,75.0,2,7109.004739336493
Kondhwa Budruk,3 BHK,1541.0,3.0,69.61,3,4517.1966255678135
Kondhwa Khurd,2 BHK,1370.0,2.0,88.0,2,6423.3576642335765
Koregaon Park,2 BHK,1224.0,2.0,75.0,2,6127.450980392156
Kothrud,4 Bedroom,650.0,2.0,58.0,4,8923.076923076924
Law College Road,2 BHK,883.0,2.0,39.0,2,4416.761041902605
Laxmi Road,3 BHK,1676.0,3.0,92.13,3,5497.016706443914
Lulla Nagar,2 BHK,1154.0,2.0,57.0,2,4939.341421143848
Mahatma Gandhi Road,3 BHK,1610.0,3.0,78.5,3,4875.776397515528
Mangalwar peth,2 BHK,1057.0,2.0,42.0,2,3973.5099337748343
Manik Bagh,2 BHK,1157.0,2.0,65.0,2,5617.9775280898875
Market yard,4 Bedroom,1200.0,4.0,85.0,4,7083.333333333333
